Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
9,10,10,4,No,,9,"Il buono all Agriturismo La Florida l ho gradito,ma dovrebbe essere dato il giorno della consegna.. dopo quasi un mese non mi è stato ancora dato (2 buoni da contratto) E per i tempi di consegna suggerisco di dare tempi più lunghi già in partenza..due me"
9,10,10,10,,,9,Cortesia e disponibilità. Nessun problema.
10,9,10,10,Si,9.0,10,"Suggerisco l’opzione di acquistare dei gadget esclusivi inerenti alla vettura di acquisto tipo: Telo copri vettura , parasole , e magari in omaggio qualche gadget"
2,2,2,1,No,,2,"Zero professionalità, truffe legalizzate, non ho più parole per esprimere l’incompetenza delle persone che ci lavorano"
10,10,10,10,Si,10.0,10,Tutto positivo. Soddisfatta ❤️
10,10,10,10,Non necessario,,10,Professionalità al tuo servizio e competenza
10,10,10,10,Si,9.0,10,Semplicemente impeccabili.
10,10,10,10,Non necessario,,10,Perfetti
10,10,10,10,Si,10.0,10,Aguri a tutti voi siamo rimasti soddisfatti grazie!
10,10,10,10,Non necessario,,10,È alcuni anni che acquisto da voi e devo essere sincera mi sono sempre trovata molto bene.
3,2,3,2,No,,3,"Personale gentile educato ma poco preparato su tutti gli aspetti attinenti alla vettura. Poche informazioni e poco pertinenti, nessun dettaglio su garanzia, tagliandi, uso in elettrico…. Meglio non fare una “cerimonia” di consegna se si forniscono solo in"
9,8,9,6,No,,9,"Gradirei una valutazione più approfondita dell auto in permuta al momento della firma del contratto e non ,come è successo alla mia compagna ,alla consegna del nuovo dove ha contestualmente dovuto pagare per danni di carrozzeria che erano già presenti dur"
10,10,9,9,Si,10.0,9,Valuto 10 la disponibilità e la cortesia del commerciale che ci ha seguito durante la fase di acquisto. Avremmo preferito rateizzare il pagamento ma abbiamo riscontrato che la quota relativa agli interessi era troppo elevata. Rilevato piccolo segno nella
10,10,10,10,Si,9.0,10,Tutti molto gentili  e competenti  i ragazzi  della consegna  super !
4,6,2,2,No,,2,Il venditore ha voluto solo vendere pensando esclusivamente agli interessi di Autotorino e nella fattispecie le richieste inoltrate per dei pacchetti confort sono stati confermati a voce ma elusi contrattualmente
10,10,10,10,Non necessario,,10,"L'auto una Tucson excelent 20 anniversario lho ritirata ieri quindi non posso dare giudizi, ma posseggo una Santa Fe 4WD del 2007 e sono stra contento spero che anche questa sia all'altezza della vecchia"
10,10,10,10,Non necessario,,10,Un grazie a tutto lo staff di Autorino. Un ringraziamento particolare a *** che mi ha servito e seguito dall inizio fino alla consegna. Ragazzo gentilissimo e preparatissimo. Ha saputo consigliarmi nel migliore dei modi nella scelta della vett
9,10,10,10,Si,10.0,10,"***, che ha provveduto alla consegna della mia macchina è stata una gradevole sorpresa: Professionalità, competenza e passione con un piacevole tocco femminile"
10,10,10,9,No,,10,Ottima car
10,10,10,10,Non necessario,,10,Nessun omaggio
10,10,10,10,Si,10.0,10,Ho adorato tutto e li ringrazio
10,10,10,10,Si,10.0,10,"Il venditore *** è stato molto competente, gentile e sempre disponibile, un plauso!"
9,10,1,9,Si,9.0,9,"Purtroppo ho avuto una pessima esperienza con il venditore che si è dimostrato totalmente incompetente nel suo lavoro in quanto, con arroganza, cercava di convincermi dicendo che alla scadenza della revisione ho due settimane di proroga per poterla effett"
10,10,10,10,Non necessario,,9,Mi permetto di evidenziare che a mio avviso le politiche commerciali di Autotorino riferite alla vendita di polizze assicurative sono incongruenti con la realtà di Mercato. Rendendole poi fruibili attraverso finanziamento non fa che peggiorare la situazio
10,10,10,10,Si,10.0,10,Sono rimasto soddisfatto e personale molto qualificato grazie
10,10,9,10,Non necessario,,9,"Il sig *** è stato molto cordiale e corretto, così come le receptionist, il sig *** e la sigra ***. Ho trovato invece scortese la sigra ***, che sembrava volesse farmi pesare la richiesta di una macchina di cortesia, dopo 15 giorni di r"
10,10,10,10,Si,10.0,10,Non ho ricevuto l’omaggio
10,10,10,10,Non necessario,,10,"***  he ha seguito la vendita è un ottimo commerciale e professionale. E’un ragazzo molto cordiale, proattivo, simpatico.  Consiglierò ad amici e conoscenti i il suo nominativo."
10,10,10,10,Si,10.0,10,"Buongiorno, sono rimasto molto soddisfatto dal primo contatto avuto con la persona all’accoglienza nell’autosalone Autotorino di ***. Soddisfatto per la professionalità e cortesia del consulente commerciale Sig. *** e della gentile"
10,10,10,10,Si,10.0,10,"ho trovato disponibilità, cordialità e preparazione da parte delle persone con cui ho avuto contatti per le varie pratiche. Complimenti anche per la ""concessionaria"" sito  Bello e  Grande. cordiali saluti ***"
10,10,10,10,Si,10.0,10,"IO HO ACQUISTATO UNA BYD SEAL DM I 319 CV,AVREI GRADITO PIU' TEMPESTIVITA'NELLA PROVA AUTO. FASE DI CONSEGNA 10 E LODE. VI AUGURO UN BUON LAVORO."
9,9,9,9,Si,9.0,9,Omaggio non ricevuto..
10,10,10,10,Si,10.0,10,"Ottimo personale e ottima assistenza. Davvero al TOP. Venditore davvero molto preparato, ***, degno di nota !"
10,10,10,10,Non necessario,,10,"Consulente vendite ***, veramente bravo e professionale .Un amico ."
10,10,10,10,Non necessario,,10,"Ho apprezzato molto la cortesia e la professionalità di tutto il personale, anche l'omaggio è stata una piacevole sorpresa."
10,10,9,10,Si,10.0,9,"Tempo rilascio libretto,per taxi sono troppo lunghe,dopo la mia consegna Nulla osta ***,il libretto e targa consegnati il ***,16 GG DOPO,un taxi NON può lavorare dopo la consegna del Nulla Osta e dopo bisogna attendere ancora 4/7 gg allestim"
10,10,10,10,Si,10.0,10,Siamo rimasti assai soddisfatti e volevamo ringrziare *** che è stato molto gentle. Grazie a Tutti!
9,9,9,9,Si,10.0,9,per le mie opinioni e ancora presto per oratutto o
9,9,9,9,Si,9.0,9,"La consegna della vettura è stata corretta. Purtroppo avendo avuto solo macchine con cambio manuale e meno moderne, ho immagazzinato quante più info potevo ma ora sono un po’ in difficoltà. Mi piacerebbe avere ancora a disposizione una vostra persona che"
10,10,10,10,Non necessario,,10,"Nella consegna Dell auto vecchia a fine contratto, avrei preferito già avere la nuova già pronta o almeno nell attesa di avere almeno un auto di cortesia."
10,10,10,10,Si,10.0,10,Ottima esperienza anche grazie professionalità e cortesia del personale che ci ha assistito Omaggio non valutabile perché  non ancora consegnato
10,10,10,10,Si,10.0,10,"Nessun suggerimento per un Autosalone che si presenta in maniera eccellente. Personale gentile, qualificato e preparato. Gamma Toyota e Lexus al completo e ben rappresentata. Consegna della mia nuova auto avvenuta in un clima di grande professionalità e"
10,10,10,10,Non necessario,,10,"personale fantastico, disponibilissimo e competente un grande grazie a tutti"
10,10,10,10,Si,10.0,10,L’omaggio della “La Fiorida” mi è stato promesso successivamente in quanto in arrivo!!! Ci conto in quanto mi è stato detto di alta qualità!!! Comunque pienamente soddisfatta da tutto il personale tecnico e amministrativo. Grazie!.
10,10,10,10,Si,10.0,10,Offrite un ottimo servizio. Grazie
10,10,10,10,Si,10.0,10,Ringrazio *** e *** per l ottimo lavoro svolto
10,10,10,10,Si,10.0,10,Non ho ricevuto alcun omaggio
10,10,10,10,Non necessario,,10,"Tutto perfetto. Il venditore: *** top. Gentile e sempre disponibile! Sicuramente un valore aggiunto per l’azienda. Anche la signora *** professionale e gentile! L’illustrazione del veicolo è stata fatto da un altro impiegato, non r"
10,10,10,10,Si,10.0,10,Per ora o fatto 45 kilometri
10,10,10,10,Non necessario,,10,"Ringrazio personalmente *** per la disponibilità e professionalità durate tutte le fasi (pre vendita, contratto e consegna), oltre che *** per i consigli e L’impeccable consegna del veicolo."
10,10,10,10,Si,10.0,10,"Personale estremamente gentile e disponibile. Mi sono trovata molto bene, sono venuta da voi per il passaparola di amici, avevano ragione."
10,10,10,10,Si,10.0,10,C’è molta informazione e trasparenza su tutto l’iter di gestione dalle informazioni iniziali all’acquisto. Saluti
10,10,10,10,Si,10.0,10,Nulla
10,10,10,10,Non necessario,,10,Nessun suggerimento….ma un grazie a tutti in particolare al sig *** per la sua disponibilità e gentilezza
10,9,9,9,Si,9.0,9,Sarebbe stato perfetto se la consegna dell'auto si fosse potuta fare di sabato.
10,10,10,10,Si,10.0,10,"L'auto non è ancora arrivata, non c'è fretta perché ho ancora l'auto aziendale. Il vostro personale è stato molto accogliente, gentile e professionale. Grazie ***"
7,7,9,7,Si,9.0,9,"Le consegne delle auto dovrebbero essere fatte con le tempistiche accordate senza far attendere né anticipare clienti che avevano un orario dopo il mio appuntamento. Non si devono gestire due clienti in contemporanea. Inoltre, cosa molto importante e di c"
10,10,1,10,No,,10,La fase di vendita pessima sul piano relazionale  venditore *** che non ha esaustivamento spiegato la differenze delle varie versioni della yaris mostrata cinque minuti in concessionario senz test drive si prende una confidenza che non ho minimamene g
9,9,9,9,Non necessario,,9,Non ho. Ricevuto nessun omaggio da la florida
10,10,10,10,Si,10.0,10,Qualità e professionalità sono una certezza con voi di Autotorino
10,10,10,10,Si,10.0,10,Tutto in linea con le alte aspettative
10,10,10,10,Non necessario,,9,"La professionalità fa della sede di Crema il punto di forza,a partire da *** *** che è il top a tutti i livelli,per proseguire ad *** *** e *** ***,tutti davvero gentili e disponibilissimi. Consiglio vivamente voto 10 e lode."
10,10,10,10,Si,10.0,10,"Buonasera, ritengo  soddisfacente e  a “ 360 *” l’esperienza di acquisto del mio nuovo mezzo ( Mercedes GLC ) c/o la vs. Sede di Induno Olona ; con  particolare menzione al consulente di vendita  il Signor *** *** che in ogni fase ( presentazione Gru"
10,10,10,10,Non necessario,,10,Per gli agenti di vendita solo grazie x la cortesia e cordialità dimostrata bravi.
10,10,10,10,No,,10,"Devo ritirare la nuova auto settimana prossima ma per ora tutto positivo. Il signor *** *** che mi ha seguito in amg Parma nella ordinazione della nuova auto molto disponibile e cortese , devo dire lo steso per la signora *** che si occupa di"
10,10,10,10,Si,10.0,10,"***, il consulente vendita si è distinto per professionalità e competenza cortese. Sicuramente tornerò da lui"
10,10,10,10,Non necessario,,10,Un caloroso complimento a *** *** che da 20 anni prendo macchine solo da lui! Un top player
10,10,10,10,No,,10,Ringraziamenti particolari vanno ad *** *** (addetta alla consegna dell'auto) e ad *** *** (addetto alla vendita) perché sono stati molto professionali e disponibili. Complimenti e grazie.
10,10,10,10,Si,10.0,10,L'esperienza d'acquisto e la consegna sono state eccezionali. Ringrazio *** e *** in particolare e tutto lo staff per l'ottimo lavora svolto. Super contenta! (Specialmente ***)
9,9,9,8,No,,9,"Buongiorno sono *** ***,  sono venuto presso il vostro concessionario 2 volte,  la prima era tardi e mi fu detto che mi avrebbero mandato una proposta via mail mai arrivata,la settimana successiva sono ritornato o parlato con un altro venditore,"
10,10,10,10,No,,7,Mi ha deluso il portellone non elettrico. Spero che Jeep provveda.
10,10,10,10,Non necessario,,10,"Mi sono affidato a *** per acquistare la mia nuova macchina, è stato disponibile dal primo momento che ha visto me e la mia bambina mettendoci entrambi a nostro agio e prendendosi a cuore la mia situazione familiare aiutandomi nell' acquisto e colmando"
8,8,9,7,Si,9.0,9,Tutto o o  ok
10,10,10,10,Non necessario,,10,Ho gradito tutti gli aspetti della trattativa e l’ottimo risultato che ne è conseguito
10,10,10,10,Si,10.0,10,Voglio sottolineare la competenza e gentilezza della Sig.ra *** *** che ci ha seguiti e consegnato la vettura.
10,10,8,10,No,,10,Non soddisfatto del finanziato. Ho riscontrato più di tre punti tra quello proposto in preventivo da quello comunicatomi dalla BMW FINANCIAL SERVICE Consiglio più coerenza sui tassi del finanziato. L'omaggio non mi è stato consegnato per l'acquisto della
2,2,2,2,No,,2,"Tempi d'attesa estremamente lunghi , ho rifatto la pratica per il leasi g 3 volte. Sono ora passate circa 4 settimane e non ho ancora ricevuto informazioni sulla mia consegna ."
10,10,10,10,Si,10.0,9,Odio il formaggio
6,10,8,4,Si,4.0,3,Innegabile che la struttura ed il personale sia molto disponibile. Il ns venditore super disponibile e tanto si è speso per noi. Ciò che non ha funzionato x il ns acquisto usato è stato: tempi CONSEGNA. Due giorni dopo ritiro ci siamo accorti che il motor
10,10,10,10,Non necessario,,10,"La consegna della vettura ( x6) quasi a secco, è una caduta di stile. Va un po’ a vanificare i pregi suddetti"
10,10,10,10,Non necessario,,10,"Ringrazio tutto il personale ad esclusione della ragazza biondina alla recptions del 3 piano, scortese e poco attenta alle esigenze di un normale cliente. Devo fare i miei complimenti a *** *** e *** *** e *** che ci ha consegnato l'autovettur"
10,10,10,10,Si,10.0,8,Tutto perfetto
10,10,10,10,Si,10.0,10,Complimenti per l'attenzione verso il cliente.
10,10,10,10,Si,10.0,10,"Buongiorno, servizio eccellente. Complimenti al vs staff. ***"
10,10,10,10,Non necessario,,10,Tutto lo gli addetti sono stati gentili e premurosi!
10,10,10,7,Si,9.0,10,Bisogna che chi consegna l'auto deve assicurarsi che tutto funziona la mia ha il bluetooth non si collega con android auto perché si sono dimenticati di mettere dei parametri e poi il consumo è troppo elevato rispetto alle prove di quattroruote. Per il re
4,6,6,9,Si,9.0,9,Troppa burocrazia e poca chiarezza
10,10,10,10,Si,10.0,10,Personale gentile e professionale grazie
10,10,10,10,Si,9.0,10,Tutti ragazzi giovani ed educati gentili e molto disponibili...COMPLIMENTI!!!!!
9,9,10,10,Si,10.0,10,Ho gradito il pensiero ma non mi è ancora stato consegnato l'omaggio.
7,8,9,4,No,,6,Lauto era sporca e poi mi anno lasciato anche tornare acassa a con mio figlio .seno ero a piedi perché non  avevano la machina di cortesia .grazie
10,10,10,10,Si,10.0,10,"Sono arrivato in anticipo all’appuntamento e la ragazza alla reception non solo mi ha fatto sentire subito a mio agio, ma si è anche attivata per anticipare l’incontro con il venditore, evitandomi inutili attese. Il venditore è stato altrettanto professio"
10,10,10,10,Non necessario,,10,Tutto perfetto
10,10,10,10,Non necessario,,10,Sto avendo problemi con attivazione del servizi dell’app mercedes perché non sono ancora attivi anche se in concessionaria abbiamo fatto 2 volte la procedura.
10,10,10,10,Non necessario,,10,Sono stata molto soddisfatta  del acquisto della macchina. Tutto il personale sono estati gentilissime e bravi. Grazie mille per il vostro omaggio.
10,10,10,10,Si,10.0,10,"Ottima organizzazione un grazie a *** per la competenza e professionalità,molto disponibile"
10,10,10,10,Non necessario,,10,Top
10,10,10,10,Si,10.0,10,Ottimo
10,10,10,9,Si,10.0,10,Molto buono!!
10,10,10,10,Non necessario,,10,"Personale fantastico, sempre disponibili e attentissimi ad ascoltare le mie esigenze"
10,10,10,10,Si,8.0,10,"Tutto molto positivo, sia in fase di preventivazione, che di consegna, con spiegazioni dettagliate del funzionamento vettura. Tempi di arrivo della vettura presso concessionaria leggermente più lunghi del previsto. Piccola pecca, non aver potuto provare l"
